sensor,date,doy,month,B1,B2,B3,B4,B5,B7,Basin,chla
LT05,1990-08-24,236,8,1409.0,1879.0,1218.0,444.0,75.0,52.0,Tihany,12.269861871151711
LT05,1990-08-24,236,8,1403.0,1884.0,1215.0,435.0,71.0,50.0,Tihany,12.48621181914649
LT05,1990-08-24,236,8,498.0,728.0,560.0,705.0,127.0,91.0,Zala,134.76268191703483
LT05,1990-08-24,236,8,828.0,1300.0,824.0,350.0,45.0,94.0,Zanka,41.55929203333662
LT05,1990-08-24,236,8,833.0,1302.0,827.0,354.0,45.0,95.0,Zanka,43.89541193856386
LT05,1990-08-31,243,8,538.0,794.0,386.0,224.0,93.0,61.0,Bfuzfo,21.587762485206465
LT05,1990-08-31,243,8,513.0,837.0,567.0,455.0,108.0,53.0,Keszthely,62.333497270814824
LT05,1990-08-31,243,8,502.0,830.0,560.0,450.0,106.0,52.0,Keszthely,61.965134497373235
LT05,1990-08-31,243,8,480.0,909.0,518.0,294.0,26.0,58.0,Szigliget,44.378354557988125
LT05,1990-08-31,243,8,591.0,920.0,456.0,217.0,61.0,102.0,Tihany,11.43816848273547
LT05,1990-08-31,243,8,507.0,773.0,550.0,633.0,165.0,94.0,Zala,127.87339634363003
LT05,1990-08-31,243,8,510.0,774.0,551.0,635.0,165.0,95.0,Zala,127.91965477115434
LT05,1990-08-31,243,8,469.0,921.0,496.0,265.0,61.0,18.0,Zanka,56.94193703751313
LT05,1990-09-09,252,9,365.0,702.0,393.0,362.0,28.0,15.0,Keszthely,113.39457722821253
LT05,1990-09-09,252,9,433.0,762.0,489.0,324.0,-0.0,-28.0,Szigliget,71.74705858716
LT05,1990-09-09,252,9,1046.0,1474.0,949.0,286.0,67.0,19.0,Tihany,19.604871996097845
LT05,1990-09-09,252,9,1052.0,1467.0,950.0,292.0,69.0,20.0,Tihany,19.77140635963766
LT05,1990-09-09,252,9,249.0,507.0,434.0,556.0,59.0,15.0,Zala,149.25458053286096
LT05,1990-09-09,252,9,527.0,1059.0,588.0,244.0,6.0,65.0,Zanka,26.68467848937349
LT05,1990-09-09,252,9,531.0,1054.0,587.0,244.0,5.0,65.0,Zanka,26.09209071725294
LT05,1990-09-25,268,9,997.0,1526.0,995.0,240.0,14.0,26.0,Bfuzfo,14.361454528387108
LT05,1990-09-25,268,9,1107.0,1679.0,1168.0,332.0,10.0,-25.0,Tihany,28.39314650802828
LT05,1990-09-25,268,9,507.0,1052.0,704.0,258.0,2.0,-79.0,Zanka,31.370550722413473
LT05,1990-09-25,268,9,504.0,1048.0,701.0,257.0,1.0,-81.0,Zanka,31.341976340111945
LT05,1990-10-11,284,10,912.0,1345.0,710.0,240.0,83.0,-34.0,Bfuzfo,10.503109337905876
LT05,1990-10-11,284,10,651.0,966.0,587.0,348.0,38.0,20.0,Szigliget,30.38254607638579
LT05,1990-10-11,284,10,934.0,1282.0,756.0,231.0,40.0,22.0,Tihany,9.586188898953466
LT05,1990-10-11,284,10,642.0,1038.0,547.0,237.0,82.0,80.0,Zanka,12.817584130284505
LT05,1991-01-15,15,1,793.0,766.0,459.0,172.0,51.0,-33.0,Bfuzfo,8.455592511075567
LT05,1991-01-15,15,1,855.0,1211.0,905.0,322.0,174.0,-48.0,Keszthely,13.664050368470157
LT05,1991-01-15,15,1,1078.0,1457.0,1107.0,426.0,100.0,56.0,Szigliget,8.666049123395624
LT05,1991-01-15,15,1,1113.0,1348.0,839.0,267.0,49.0,166.0,Tihany,7.842717281049191
LT05,1991-01-15,15,1,1131.0,1350.0,835.0,259.0,44.0,166.0,Tihany,7.6870547017967
LT05,1991-01-15,15,1,447.0,580.0,596.0,214.0,102.0,-48.0,Zala,23.153134145166902
LT05,1991-01-15,15,1,864.0,1097.0,624.0,244.0,111.0,62.0,Zanka,4.147283118860181
LT05,1991-01-15,15,1,873.0,1093.0,712.0,232.0,107.0,60.0,Zanka,7.560947897822233
LT05,1991-01-31,31,1,638.0,713.0,463.0,262.0,-35.0,133.0,Keszthely,6.47366506173231
LT05,1991-01-31,31,1,725.0,808.0,459.0,348.0,84.0,133.0,Szigliget,6.154429472257524
LT05,1991-01-31,31,1,488.0,503.0,458.0,348.0,83.0,-40.0,Zala,18.362346473950822
LT05,1991-01-31,31,1,720.0,836.0,491.0,373.0,33.0,-35.0,Zanka,13.563955269178816
LT05,1991-04-05,95,4,547.0,919.0,641.0,358.0,75.0,52.0,Keszthely,19.27644217465076
LT05,1991-04-05,95,4,944.0,1427.0,941.0,397.0,103.0,96.0,Szigliget,9.62981893173202
LT05,1991-04-05,95,4,522.0,658.0,596.0,457.0,203.0,188.0,Zala,6.506289079059424
LT05,1991-04-05,95,4,882.0,1322.0,815.0,408.0,75.0,7.0,Zanka,16.235430509658542
LT05,1991-04-05,95,4,875.0,1324.0,811.0,402.0,73.0,6.0,Zanka,16.365057405311553
LT05,1991-04-12,102,4,1119.0,1462.0,886.0,353.0,31.0,45.0,Bfuzfo,7.750551181438328
LT05,1991-04-12,102,4,1103.0,1378.0,1108.0,793.0,430.0,304.0,Keszthely,19.390524305320522
LT05,1991-04-12,102,4,1287.0,1705.0,1057.0,405.0,124.0,89.0,Tihany,7.455799636404306
LT05,1991-04-12,102,4,992.0,1470.0,906.0,471.0,160.0,134.0,Zanka,8.729119361407681
LT05,1991-04-21,111,4,1224.0,1569.0,1023.0,335.0,87.0,43.0,Bfuzfo,5.583339232033549
LT05,1991-04-21,111,4,1222.0,1567.0,1021.0,334.0,86.0,43.0,Bfuzfo,5.526860710983195
LT05,1991-04-21,111,4,1788.0,2176.0,1980.0,1355.0,917.0,571.0,Szigliget,8.807740914000497
LT05,1991-04-21,111,4,1261.0,1705.0,1150.0,441.0,121.0,86.0,Tihany,6.975906930541831
LT05,1991-04-21,111,4,1088.0,1525.0,991.0,305.0,119.0,45.0,Zanka,7.338393470900578
LT05,1991-05-14,134,5,1894.0,2448.0,2041.0,882.0,320.0,265.0,Bfuzfo,5.613408501853097
LT05,1991-05-14,134,5,1201.0,1758.0,1395.0,671.0,156.0,115.0,Keszthely,16.17123875664097
LT05,1991-05-14,134,5,1194.0,1759.0,1394.0,668.0,154.0,114.0,Keszthely,16.300912599679606
LT05,1991-05-14,134,5,561.0,928.0,746.0,666.0,234.0,114.0,Zala,10.898390300504257
LT05,1991-05-14,134,5,555.0,884.0,707.0,667.0,234.0,114.0,Zala,9.285043066312827
LT05,1991-05-23,143,5,1504.0,1878.0,1579.0,707.0,260.0,188.0,Bfuzfo,4.678601066286979
LT05,1991-05-23,143,5,1031.0,1527.0,1233.0,619.0,97.0,75.0,Keszthely,9.386036124198023
LT05,1991-05-23,143,5,1407.0,1892.0,1553.0,666.0,100.0,114.0,Szigliget,7.189165250444939
LT05,1991-05-23,143,5,1580.0,1921.0,1477.0,785.0,364.0,299.0,Tihany,4.405116882578376
LT05,1991-05-23,143,5,1578.0,1926.0,1480.0,791.0,366.0,264.0,Tihany,5.5274860387661375
LT05,1991-05-23,143,5,700.0,1064.0,903.0,738.0,174.0,112.0,Zala,14.96598810076537
LT05,1991-05-23,143,5,1525.0,2000.0,1478.0,586.0,155.0,114.0,Zanka,4.420901366625504
LT05,1991-05-23,143,5,1522.0,2006.0,1480.0,588.0,155.0,115.0,Zanka,4.447722423150752
LT05,1991-05-30,150,5,1560.0,2024.0,1476.0,659.0,348.0,296.0,Bfuzfo,3.621306695087636
LT05,1991-05-30,150,5,1189.0,1757.0,1418.0,682.0,268.0,224.0,Szigliget,11.847996277180597
LT05,1991-05-30,150,5,1368.0,1782.0,1227.0,620.0,323.0,261.0,Tihany,3.463626121515262
LT05,1991-05-30,150,5,667.0,1130.0,997.0,756.0,242.0,224.0,Zala,15.243726076485016
LT05,1991-05-30,150,5,664.0,1098.0,1002.0,764.0,246.0,226.0,Zala,15.389655816239669
LT05,1991-05-30,150,5,1316.0,1853.0,1384.0,620.0,298.0,296.0,Zanka,3.8589484164807297
LT05,1991-06-15,166,6,530.0,891.0,726.0,1141.0,410.0,261.0,Zala,10.994068084092445
LT05,1991-06-15,166,6,937.0,1272.0,680.0,338.0,152.0,40.0,Zanka,3.967168496931098
LT05,1991-07-01,182,7,1604.0,1927.0,1281.0,413.0,140.0,154.0,Bfuzfo,7.776824488084008
LT05,1991-07-01,182,7,981.0,1490.0,1258.0,663.0,251.0,193.0,Keszthely,33.1020401804459
LT05,1991-07-01,182,7,974.0,1493.0,1258.0,659.0,249.0,193.0,Keszthely,30.79945702137697
LT05,1991-07-01,182,7,1065.0,1563.0,1222.0,538.0,245.0,191.0,Szigliget,18.953416528035138
LT05,1991-07-01,182,7,1057.0,1566.0,1221.0,532.0,243.0,190.0,Szigliget,19.906567052521503
LT05,1991-07-01,182,7,1422.0,1743.0,1122.0,460.0,194.0,155.0,Tihany,7.003315491588877
LT05,1991-07-01,182,7,421.0,612.0,550.0,731.0,198.0,156.0,Zala,81.00930962764205
LT05,1991-07-01,182,7,418.0,612.0,549.0,731.0,172.0,156.0,Zala,83.79748654441717
LT05,1991-07-01,182,7,1489.0,1889.0,1316.0,497.0,169.0,119.0,Zanka,9.057773281047567
LT05,1991-07-10,191,7,1049.0,1178.0,516.0,289.0,12.0,66.0,Bfuzfo,5.319264786205312
LT05,1991-07-10,191,7,732.0,1120.0,759.0,421.0,53.0,-49.0,Keszthely,24.79019425990328
LT05,1991-07-10,191,7,740.0,1122.0,762.0,424.0,55.0,-48.0,Keszthely,24.260266653528845
LT05,1991-07-10,191,7,807.0,1286.0,698.0,260.0,46.0,28.0,Szigliget,19.32396903470098
LT05,1991-07-10,191,7,813.0,1286.0,701.0,264.0,47.0,28.0,Szigliget,15.463365749542241
LT05,1991-07-10,191,7,1036.0,1241.0,545.0,314.0,48.0,69.0,Tihany,6.610402932148578
LT05,1991-07-10,191,7,494.0,698.0,472.0,867.0,135.0,70.0,Zala,227.28751192239676
LT05,1991-07-10,191,7,978.0,1235.0,492.0,302.0,44.0,67.0,Zanka,3.91434766177837
LT05,1991-07-17,198,7,1386.0,1715.0,1039.0,584.0,355.0,197.0,Bfuzfo,8.65525590752836
LT05,1991-07-17,198,7,809.0,1229.0,761.0,635.0,208.0,116.0,Keszthely,44.82876144695946
LT05,1991-07-17,198,7,811.0,1229.0,762.0,635.0,180.0,116.0,Keszthely,44.97329475459996
LT05,1991-07-17,198,7,792.0,1196.0,667.0,306.0,76.0,79.0,Szigliget,18.49545252918586
LT05,1991-07-17,198,7,813.0,1203.0,681.0,321.0,81.0,81.0,Szigliget,17.003359994400192
LT05,1991-07-17,198,7,1555.0,1948.0,1281.0,669.0,276.0,160.0,Tihany,12.2094050070466
LT05,1991-07-17,198,7,349.0,528.0,374.0,729.0,129.0,117.0,Zala,93.95523072109846
LT05,1991-07-17,198,7,338.0,520.0,367.0,725.0,100.0,117.0,Zala,93.67068387208988
LT05,1991-07-17,198,7,1198.0,1641.0,1001.0,328.0,111.0,120.0,Zanka,4.316981358659213
LT05,1991-08-11,223,8,854.0,1137.0,466.0,206.0,29.0,44.0,Bfuzfo,5.9230306268144135
LT05,1991-08-11,223,8,467.0,920.0,503.0,248.0,56.0,44.0,Keszthely,59.234063462375566
LT05,1991-08-11,223,8,521.0,914.0,457.0,196.0,-4.0,43.0,Szigliget,32.66245877184808
LT05,1991-08-11,223,8,914.0,1136.0,460.0,200.0,27.0,44.0,Tihany,6.606221418880607
LT05,1991-08-11,223,8,320.0,562.0,349.0,618.0,116.0,44.0,Zala,241.75958057145442
LT05,1991-08-11,223,8,553.0,915.0,425.0,204.0,28.0,44.0,Zanka,32.99285384726772
LT05,1991-08-11,223,8,556.0,919.0,427.0,204.0,28.0,44.0,Zanka,35.38360862461633
LT05,1991-08-18,230,8,3282.0,3555.0,3098.0,2957.0,2544.0,2570.0,Bfuzfo,14.827062663346469
LT05,1991-08-18,230,8,1824.0,2053.0,1653.0,1951.0,1038.0,657.0,Keszthely,22.24851060630414
LT05,1991-08-18,230,8,1162.0,1595.0,1034.0,743.0,61.0,61.0,Szigliget,33.90715697414334
LT05,1991-08-18,230,8,1185.0,1598.0,1046.0,752.0,66.0,64.0,Szigliget,35.36035763111661
LT05,1991-08-18,230,8,1649.0,1982.0,1288.0,708.0,134.0,20.0,Tihany,9.05801759302652
LT05,1991-08-18,230,8,709.0,987.0,705.0,1115.0,84.0,57.0,Zala,95.6522461990226
LT05,1991-08-18,230,8,687.0,970.0,688.0,1102.0,78.0,55.0,Zala,95.66207255267942
LT05,1991-08-27,239,8,1245.0,1691.0,1084.0,439.0,118.0,130.0,Bfuzfo,7.475494860804615
LT05,1991-08-27,239,8,948.0,1430.0,1055.0,757.0,103.0,35.0,Keszthely,44.201734691786974
LT05,1991-08-27,239,8,908.0,1327.0,926.0,608.0,74.0,37.0,Szigliget,33.26428630120214
LT05,1991-08-27,239,8,1228.0,1642.0,984.0,368.0,48.0,39.0,Tihany,6.528309454759699
LT05,1991-08-27,239,8,758.0,1001.0,823.0,1373.0,326.0,170.0,Zala,81.98729020853575
LT05,1991-09-03,246,9,846.0,1177.0,628.0,238.0,53.0,13.0,Bfuzfo,9.553245437932848
LT05,1991-09-03,246,9,687.0,1140.0,834.0,613.0,55.0,14.0,Keszthely,85.39525234348247
LT05,1991-09-03,246,9,667.0,1141.0,834.0,610.0,54.0,14.0,Keszthely,96.13559345377081
LT05,1991-09-03,246,9,704.0,1182.0,831.0,519.0,55.0,57.0,Szigliget,34.903603456716034
LT05,1991-09-03,246,9,716.0,1187.0,836.0,521.0,56.0,58.0,Szigliget,37.19400019614676
LT05,1991-09-03,246,9,953.0,1313.0,666.0,282.0,52.0,-30.0,Tihany,9.594062272120862
LT05,1991-09-03,246,9,286.0,599.0,443.0,524.0,87.0,15.0,Zala,62.22008027357258
LT05,1991-09-03,246,9,282.0,597.0,400.0,520.0,85.0,14.0,Zala,57.8004746312657
LT05,1991-09-03,246,9,464.0,999.0,553.0,334.0,24.0,57.0,Zanka,61.09429739200124
LT05,1991-09-19,262,9,886.0,1333.0,669.0,275.0,78.0,25.0,Bfuzfo,10.579976906594748
LT05,1991-09-19,262,9,402.0,645.0,426.0,293.0,35.0,66.0,Keszthely,54.7215560305631
LT05,1991-09-19,262,9,401.0,695.0,424.0,289.0,33.0,65.0,Keszthely,54.744907777639526
LT05,1991-09-19,262,9,680.0,1133.0,682.0,342.0,67.0,66.0,Szigliget,28.424371322921406
LT05,1991-09-19,262,9,684.0,1136.0,683.0,341.0,67.0,65.0,Szigliget,27.8965675500322
LT05,1991-09-19,262,9,921.0,1286.0,702.0,265.0,9.0,23.0,Tihany,9.796430550926987
LT05,1991-09-19,262,9,280.0,510.0,351.0,449.0,103.0,114.0,Zala,8.30286596018308
LT05,1991-09-19,262,9,279.0,509.0,349.0,446.0,102.0,113.0,Zala,8.417252316105891
LT05,1991-09-19,262,9,314.0,805.0,484.0,305.0,72.0,68.0,Zanka,46.919141322357184
LT05,1991-09-28,271,9,710.0,1064.0,533.0,220.0,40.0,22.0,Bfuzfo,10.404512813068873
LT05,1991-09-28,271,9,726.0,1007.0,479.0,212.0,38.0,21.0,Tihany,9.11719984271579
LT05,1991-09-28,271,9,729.0,1003.0,478.0,212.0,73.0,20.0,Tihany,9.285201559570796
LT05,1991-09-28,271,9,510.0,894.0,567.0,260.0,36.0,121.0,Zanka,19.93676878476891
LT05,1991-09-28,271,9,501.0,885.0,558.0,253.0,34.0,120.0,Zanka,16.28963570511464
LT05,1991-10-05,278,10,815.0,1186.0,598.0,267.0,55.0,30.0,Bfuzfo,10.729947605026142
LT05,1991-10-05,278,10,630.0,1016.0,718.0,353.0,48.0,26.0,Keszthely,32.4015769578652
LT05,1991-10-05,278,10,631.0,1020.0,718.0,352.0,47.0,25.0,Keszthely,33.081861159096505
LT05,1991-10-05,278,10,855.0,1282.0,855.0,350.0,83.0,25.0,Szigliget,31.458544392599165
LT05,1991-10-05,278,10,842.0,1290.0,861.0,355.0,84.0,26.0,Szigliget,31.125724378942298
LT05,1991-10-05,278,10,824.0,1181.0,771.0,308.0,87.0,28.0,Tihany,14.766206135202882
LT05,1991-10-05,278,10,286.0,487.0,398.0,360.0,51.0,27.0,Zala,72.0870222681167
LT05,1991-10-05,278,10,293.0,491.0,400.0,361.0,50.0,27.0,Zala,74.90175882233603
LT05,1991-10-05,278,10,915.0,1443.0,952.0,410.0,85.0,78.0,Zanka,19.04805048303182
LT05,1991-10-14,287,10,788.0,1050.0,619.0,300.0,60.0,33.0,Bfuzfo,15.50444692637335
LT05,1991-10-14,287,10,942.0,1221.0,712.0,289.0,16.0,-27.0,Tihany,10.426383896260186
LT05,1991-10-14,287,10,848.0,1218.0,758.0,344.0,95.0,-29.0,Zanka,15.65832639920818
LT05,1991-10-30,303,10,1066.0,1268.0,742.0,410.0,139.0,93.0,Bfuzfo,6.75374011856306
LT05,1991-10-30,303,10,769.0,1093.0,792.0,392.0,85.0,21.0,Keszthely,49.253857225834764
LT05,1991-10-30,303,10,955.0,1413.0,924.0,462.0,35.0,20.0,Szigliget,23.578411622053782
LT05,1991-10-30,303,10,909.0,1105.0,600.0,329.0,41.0,-46.0,Tihany,9.450719817303868
LT05,1991-10-30,303,10,967.0,1195.0,752.0,421.0,94.0,26.0,Zanka,7.958395668159904
LT05,1992-02-10,41,2,945.0,1124.0,867.0,706.0,286.0,118.0,Keszthely,10.557318953590178
LT05,1992-02-10,41,2,1068.0,1121.0,932.0,705.0,286.0,118.0,Szigliget,12.891189554178917
LT05,1992-02-26,57,2,1351.0,1694.0,1166.0,549.0,227.0,153.0,Bfuzfo,12.373988786173372
LT05,1992-02-26,57,2,758.0,1056.0,775.0,613.0,227.0,153.0,Keszthely,17.969180577327567
LT05,1992-02-26,57,2,974.0,1342.0,1057.0,678.0,228.0,154.0,Szigliget,13.330174814606062
LT05,1992-02-26,57,2,1284.0,1623.0,1111.0,676.0,270.0,153.0,Tihany,16.158666664820743
LT05,1992-02-26,57,2,659.0,771.0,722.0,678.0,312.0,154.0,Zala,12.494255654794427
LT05,1992-02-26,57,2,635.0,777.0,724.0,741.0,312.0,153.0,Zala,12.475998538338226
LT05,1992-02-26,57,2,1007.0,1482.0,1000.0,551.0,186.0,154.0,Zanka,8.94728064361952
LT05,1992-03-29,89,3,991.0,1331.0,1104.0,881.0,314.0,196.0,Keszthely,14.908361192299857
LT05,1992-03-29,89,3,1041.0,1330.0,1069.0,889.0,319.0,155.0,Keszthely,14.890022940220014
LT05,1992-03-29,89,3,792.0,968.0,859.0,790.0,283.0,108.0,Zala,14.868578238757639
LT05,1992-03-29,89,3,804.0,982.0,872.0,800.0,288.0,111.0,Zala,14.159248941307304
LT05,1992-04-14,105,4,1284.0,1707.0,1207.0,666.0,310.0,256.0,Bfuzfo,8.68863287924642
LT05,1992-04-14,105,4,640.0,1073.0,735.0,500.0,143.0,57.0,Keszthely,15.509530089841789
LT05,1992-04-14,105,4,632.0,1074.0,733.0,499.0,141.0,56.0,Keszthely,17.472576092741306
LT05,1992-04-14,105,4,972.0,1530.0,1091.0,525.0,135.0,93.0,Szigliget,8.785555685276515
LT05,1992-04-14,105,4,1113.0,1618.0,1136.0,543.0,199.0,97.0,Tihany,7.584121806257255
LT05,1992-04-14,105,4,573.0,797.0,772.0,668.0,171.0,97.0,Zala,13.740712628653982
LT05,1992-04-14,105,4,564.0,795.0,770.0,668.0,169.0,96.0,Zala,13.797724708282708
LT05,1992-04-14,105,4,1085.0,1663.0,1098.0,540.0,170.0,96.0,Zanka,7.525205886827005
LT05,1992-04-23,114,4,2822.0,3048.0,2710.0,2506.0,1438.0,1142.0,Bfuzfo,7.826292900616207
LT05,1992-04-23,114,4,2850.0,3172.0,2731.0,2434.0,1414.0,1065.0,Tihany,7.661232924609994
LT05,1992-04-23,114,4,3010.0,3435.0,2978.0,2624.0,1651.0,1275.0,Zanka,7.633387126905409
LT05,1992-05-16,137,5,1054.0,1329.0,702.0,503.0,155.0,114.0,Bfuzfo,3.9117971112700443
LT05,1992-05-16,137,5,1109.0,1639.0,1374.0,918.0,268.0,191.0,Keszthely,8.329921716963534
LT05,1992-05-16,137,5,1104.0,1642.0,1376.0,926.0,269.0,192.0,Keszthely,8.245102382846103
LT05,1992-05-16,137,5,1226.0,1765.0,1439.0,836.0,292.0,190.0,Szigliget,11.134405969278369
LT05,1992-05-16,137,5,1279.0,1551.0,1023.0,629.0,183.0,78.0,Tihany,4.621303907482556
LT05,1992-05-16,137,5,471.0,730.0,579.0,913.0,212.0,116.0,Zala,7.476501359683172
LT05,1992-05-16,137,5,476.0,734.0,582.0,923.0,214.0,117.0,Zala,7.476501359683172
LT05,1992-05-16,137,5,1533.0,1939.0,1575.0,748.0,235.0,152.0,Zanka,5.0943397699580295
LT05,1992-05-25,146,5,1272.0,1588.0,966.0,520.0,120.0,73.0,Bfuzfo,4.429017169428736
LT05,1992-05-25,146,5,1762.0,2262.0,1928.0,1053.0,172.0,111.0,Szigliget,4.672557793131981
LT05,1992-05-25,146,5,1715.0,2072.0,1605.0,935.0,280.0,149.0,Tihany,4.667020479204926
LT05,1992-05-25,146,5,1605.0,2084.0,1572.0,759.0,170.0,110.0,Zanka,4.328181301066408
LT05,1992-05-25,146,5,1606.0,2078.0,1571.0,769.0,173.0,111.0,Zanka,4.301398009013863
LT05,1992-06-01,153,6,2062.0,2282.0,1700.0,1421.0,601.0,409.0,Tihany,5.805135385494788
LT05,1992-06-10,162,6,940.0,1391.0,1027.0,792.0,166.0,98.0,Keszthely,11.660168791562732
LT05,1992-06-10,162,6,1483.0,1844.0,1437.0,859.0,232.0,180.0,Szigliget,7.9657868275696435
LT05,1992-06-10,162,6,515.0,820.0,662.0,1112.0,278.0,177.0,Zala,6.892701683953439
LT05,1992-06-17,169,6,1135.0,1500.0,886.0,702.0,362.0,262.0,Bfuzfo,5.603012984999399
LT05,1992-06-17,169,6,848.0,1271.0,964.0,885.0,273.0,185.0,Keszthely,9.259859413548304
LT05,1992-06-17,169,6,845.0,1271.0,963.0,882.0,272.0,184.0,Keszthely,11.1467696831952
LT05,1992-06-17,169,6,1447.0,1895.0,1538.0,938.0,358.0,261.0,Szigliget,5.755870766860702
LT05,1992-06-17,169,6,1186.0,1503.0,858.0,668.0,312.0,226.0,Tihany,4.921100504920143
LT05,1992-06-17,169,6,488.0,756.0,629.0,1136.0,352.0,184.0,Zala,7.636537233868739
LT05,1992-06-17,169,6,517.0,761.0,633.0,1133.0,352.0,184.0,Zala,7.019695327075886
LT05,1992-06-26,178,6,1373.0,1735.0,1137.0,616.0,177.0,113.0,Bfuzfo,5.103389662799446
LT05,1992-06-26,178,6,1629.0,2067.0,1776.0,1354.0,437.0,300.0,Szigliget,5.111043385874768
LT05,1992-07-03,185,7,825.0,1081.0,578.0,542.0,153.0,77.0,Bfuzfo,12.64836002150179
LT05,1992-07-03,185,7,672.0,1074.0,706.0,698.0,228.0,150.0,Keszthely,35.88766616674552
LT05,1992-07-03,185,7,664.0,1064.0,699.0,690.0,226.0,149.0,Keszthely,35.48449481537826
LT05,1992-07-03,185,7,838.0,1344.0,854.0,743.0,230.0,189.0,Szigliget,50.59381639039622
LT05,1992-07-03,185,7,837.0,1336.0,850.0,738.0,228.0,188.0,Szigliget,46.213089874292805
LT05,1992-07-03,185,7,1096.0,1340.0,704.0,571.0,147.0,37.0,Tihany,7.028726048185807
LT05,1992-07-03,185,7,445.0,665.0,561.0,989.0,228.0,112.0,Zala,105.55260223927027
LT05,1992-07-03,185,7,424.0,647.0,548.0,978.0,224.0,111.0,Zala,105.5811488569394
LT05,1992-07-03,185,7,918.0,1303.0,721.0,545.0,127.0,40.0,Zanka,9.105278381252152
LT04,1992-07-04,186,7,854.0,1021.0,465.0,423.0,96.0,64.0,Bfuzfo,4.855369919335004
LT04,1992-07-04,186,7,558.0,972.0,524.0,603.0,194.0,110.0,Keszthely,36.01588886988957
LT04,1992-07-04,186,7,651.0,1019.0,525.0,510.0,137.0,70.0,Szigliget,37.976634211145225
LT04,1992-07-04,186,7,1009.0,1142.0,577.0,446.0,103.0,67.0,Tihany,5.245652091390838
LT04,1992-07-04,186,7,363.0,554.0,415.0,837.0,195.0,111.0,Zala,107.5395180942873
LT04,1992-07-04,186,7,807.0,1158.0,601.0,465.0,110.0,70.0,Zanka,19.724055372242535
LT04,1992-07-04,186,7,808.0,1156.0,601.0,463.0,109.0,70.0,Zanka,18.105245841173147
LT04,1992-07-11,193,7,1408.0,1711.0,1081.0,805.0,370.0,233.0,Bfuzfo,33.05634792849334
LT05,1992-07-19,201,7,1456.0,1851.0,1349.0,864.0,354.0,271.0,Bfuzfo,24.89929006859342
LT05,1992-07-19,201,7,932.0,1477.0,1078.0,701.0,300.0,158.0,Szigliget,38.45722493955242
LT05,1992-07-19,201,7,508.0,717.0,643.0,949.0,303.0,197.0,Zala,93.39328709390163
LT04,1992-07-20,202,7,1039.0,1282.0,738.0,324.0,55.0,3.0,Bfuzfo,8.913669319282493
LT04,1992-07-20,202,7,558.0,1016.0,617.0,532.0,77.0,0.0,Keszthely,56.33813757401399
LT04,1992-07-20,202,7,1052.0,1543.0,985.0,488.0,106.0,1.0,Szigliget,19.0244462987568
LT04,1992-07-20,202,7,942.0,1243.0,705.0,326.0,83.0,3.0,Tihany,7.581170732060906
LT04,1992-07-20,202,7,330.0,530.0,400.0,756.0,162.0,41.0,Zala,252.78234228165292
LT04,1992-07-20,202,7,550.0,856.0,455.0,329.0,29.0,43.0,Zanka,35.31081437678904
LT04,1992-07-20,202,7,546.0,853.0,452.0,326.0,56.0,43.0,Zanka,29.52670576848195
LT04,1992-07-27,209,7,534.0,888.0,582.0,587.0,78.0,40.0,Keszthely,138.91741493663395
LT04,1992-07-27,209,7,462.0,657.0,464.0,994.0,163.0,40.0,Zala,252.78234228165292
LT05,1992-07-28,210,7,1150.0,1626.0,1393.0,1370.0,380.0,279.0,Keszthely,35.939186985328725
LT05,1992-07-28,210,7,1362.0,1715.0,1325.0,752.0,248.0,278.0,Tihany,23.855765530952787
LT05,1992-07-28,210,7,1306.0,1763.0,1248.0,834.0,329.0,238.0,Zanka,39.04040234253393
LT05,1992-07-28,210,7,1309.0,1763.0,1288.0,844.0,333.0,241.0,Zanka,40.98217352141034
LT05,1992-08-04,217,8,960.0,1150.0,616.0,436.0,89.0,126.0,Bfuzfo,5.4627741142591075
LT05,1992-08-04,217,8,665.0,1136.0,741.0,772.0,138.0,82.0,Keszthely,100.69103448370637
LT05,1992-08-04,217,8,670.0,1136.0,742.0,771.0,138.0,82.0,Keszthely,100.60110883464557
LT05,1992-08-04,217,8,727.0,1093.0,748.0,642.0,226.0,246.0,Szigliget,37.00804833200806
LT05,1992-08-04,217,8,1013.0,1291.0,730.0,482.0,175.0,46.0,Tihany,7.366423136524606
LT05,1992-08-04,217,8,544.0,894.0,625.0,997.0,166.0,82.0,Zala,174.5490666177034
LT05,1992-08-04,217,8,542.0,892.0,623.0,993.0,165.0,81.0,Zala,174.6611705811674
LT05,1992-08-04,217,8,696.0,1099.0,607.0,516.0,143.0,4.0,Zanka,26.893811875500496
LT05,1992-08-13,226,8,1213.0,1643.0,907.0,438.0,148.0,128.0,Bfuzfo,4.472424731582088
LT05,1992-08-13,226,8,536.0,941.0,652.0,655.0,111.0,83.0,Keszthely,169.20529534500645
LT05,1992-08-13,226,8,876.0,1450.0,937.0,659.0,113.0,42.0,Szigliget,37.336275540385984
LT05,1992-08-13,226,8,1217.0,1646.0,986.0,529.0,177.0,86.0,Tihany,5.793452917340998
LT05,1992-08-13,226,8,421.0,590.0,537.0,847.0,172.0,84.0,Zala,222.93545407009188
LT05,1992-08-13,226,8,1013.0,1449.0,943.0,709.0,293.0,169.0,Zanka,35.82729086412744
