sensor,date,doy,month,B1,B2,B3,B4,B5,B7,Basin,chla
LT05,1984-05-26,147,5,1618.0,1933.0,1307.0,562.0,146.0,74.0,Bfuzfo,5.492598412622127
LT05,1984-05-26,147,5,1162.0,1660.0,1274.0,884.0,328.0,258.0,Keszthely,8.284406358882983
LT05,1984-05-26,147,5,1223.0,1656.0,1273.0,925.0,380.0,295.0,Keszthely,6.9968490585454655
LT05,1984-05-26,147,5,1286.0,1857.0,1346.0,607.0,69.0,38.0,Szigliget,6.019449200949281
LT05,1984-05-26,147,5,1421.0,1852.0,1243.0,532.0,150.0,112.0,Tihany,5.85677379804906
LT05,1984-05-26,147,5,561.0,827.0,660.0,798.0,141.0,72.0,Zala,12.004698712409041
LT05,1984-05-26,147,5,584.0,798.0,672.0,803.0,144.0,36.0,Zala,13.256674832923224
LT05,1984-05-26,147,5,1381.0,1877.0,1416.0,598.0,136.0,153.0,Zanka,6.224022473776791
LT05,1984-06-20,172,6,651.0,959.0,569.0,380.0,59.0,-4.0,Keszthely,8.492187538545815
LT05,1984-06-20,172,6,700.0,953.0,488.0,289.0,30.0,71.0,Szigliget,6.7830531305882324
LT05,1984-06-20,172,6,408.0,665.0,531.0,630.0,85.0,34.0,Zala,13.970294569046052
LT05,1984-06-20,172,6,921.0,1202.0,598.0,374.0,57.0,108.0,Zanka,3.08643806398637
LT05,1984-06-27,179,6,723.0,1009.0,771.0,706.0,287.0,187.0,Keszthely,12.808015933643023
LT05,1984-06-27,179,6,548.0,749.0,641.0,668.0,211.0,116.0,Zala,6.835567263684565
LT05,1984-06-27,179,6,543.0,783.0,638.0,667.0,211.0,116.0,Zala,6.524447170995765
LT05,1984-06-27,179,6,1173.0,1565.0,948.0,372.0,48.0,3.0,Zanka,5.634353276763552
LT05,1984-08-07,220,8,2298.0,2502.0,1963.0,1490.0,748.0,530.0,Bfuzfo,7.130637375545088
LT05,1984-08-07,220,8,2012.0,2112.0,1477.0,734.0,273.0,212.0,Tihany,11.944453329666782
LT05,1984-08-30,243,8,902.0,1195.0,585.0,355.0,31.0,88.0,Bfuzfo,9.02671571671871
LT05,1984-08-30,243,8,634.0,1011.0,660.0,606.0,77.0,82.0,Keszthely,117.07761512772807
LT05,1984-08-30,243,8,682.0,1073.0,674.0,517.0,112.0,40.0,Szigliget,41.27404022199729
LT05,1984-08-30,243,8,1034.0,1288.0,703.0,396.0,90.0,44.0,Tihany,7.656032959837239
LT05,1984-08-30,243,8,517.0,795.0,561.0,850.0,137.0,125.0,Zala,101.31356317975806
LT05,1984-08-30,243,8,791.0,1177.0,682.0,425.0,114.0,84.0,Zanka,29.682602726069906
LT05,1984-09-08,252,9,487.0,815.0,537.0,411.0,12.0,-37.0,Keszthely,100.93285131223405
LT05,1984-09-08,252,9,482.0,873.0,505.0,370.0,16.0,9.0,Szigliget,86.76594922832908
LT05,1984-09-08,252,9,403.0,722.0,499.0,562.0,77.0,53.0,Zala,190.84586742740638
LT05,1984-09-08,252,9,644.0,1161.0,672.0,272.0,15.0,9.0,Zanka,21.389510477069685
LT05,1984-09-15,259,9,1735.0,1906.0,1472.0,1520.0,862.0,650.0,Bfuzfo,9.816474902475663
LT05,1984-09-15,259,9,1062.0,1349.0,1093.0,1068.0,365.0,296.0,Keszthely,26.22005207911652
LT05,1984-09-15,259,9,1221.0,1521.0,1284.0,1294.0,613.0,429.0,Szigliget,17.1079545516088
LT05,1984-09-15,259,9,2128.0,2291.0,1928.0,2019.0,1235.0,873.0,Tihany,15.128194190604903
LT05,1984-09-15,259,9,902.0,1089.0,979.0,1068.0,427.0,251.0,Zala,65.45801679931886
LT05,1984-09-15,259,9,1538.0,1821.0,1472.0,1521.0,862.0,562.0,Zanka,18.545275484679674
LT05,1984-10-17,291,10,985.0,1291.0,776.0,355.0,21.0,33.0,Bfuzfo,10.810462800239137
LT05,1984-10-17,291,10,535.0,820.0,570.0,354.0,100.0,-24.0,Keszthely,27.890220173617735
LT05,1984-10-17,291,10,546.0,882.0,623.0,355.0,99.0,-24.0,Keszthely,25.591246638882456
LT05,1984-10-17,291,10,710.0,1058.0,778.0,358.0,61.0,34.0,Szigliget,35.081290146192686
LT05,1984-10-17,291,10,718.0,1059.0,778.0,357.0,61.0,33.0,Szigliget,35.09219983671478
LT05,1984-10-17,291,10,895.0,1113.0,668.0,290.0,58.0,32.0,Tihany,9.58939835665521
LT05,1984-10-17,291,10,362.0,597.0,529.0,362.0,63.0,91.0,Zala,34.07358266223515
LT05,1984-10-17,291,10,388.0,652.0,526.0,359.0,61.0,90.0,Zala,37.86888492761155
LT05,1984-10-17,291,10,623.0,1056.0,623.0,297.0,61.0,33.0,Zanka,25.61930124645335
LT05,1984-10-26,300,10,933.0,1236.0,993.0,664.0,268.0,220.0,Zanka,35.67006486437562
LT05,1984-12-04,339,12,1226.0,1510.0,916.0,548.0,146.0,-150.0,Bfuzfo,9.886298791077234
LT05,1984-12-04,339,12,2208.0,2426.0,2165.0,2011.0,1565.0,1026.0,Keszthely,14.842403754506519
LT05,1984-12-04,339,12,1443.0,1851.0,1301.0,863.0,281.0,241.0,Szigliget,37.51105069665501
LT05,1984-12-04,339,12,1176.0,1511.0,1014.0,549.0,146.0,143.0,Tihany,11.849101982452567
LT05,1984-12-04,339,12,889.0,1157.0,915.0,548.0,146.0,143.0,Zanka,22.55940807465641
LT05,1985-01-14,14,1,4363.0,4425.0,4346.0,4316.0,2497.0,2002.0,Bfuzfo,9.115913587547055
LT05,1985-01-30,30,1,1079.0,1147.0,850.0,617.0,204.0,216.0,Bfuzfo,6.936745519247485
LT05,1985-01-30,30,1,1079.0,1147.0,850.0,702.0,376.0,216.0,Zanka,11.372012610773858
LT05,1985-01-30,30,1,1143.0,1185.0,883.0,721.0,323.0,136.0,Zanka,13.834373841270137
LT05,1985-03-10,69,3,1793.0,1928.0,1723.0,1467.0,343.0,185.0,Keszthely,10.839694941587453
LT05,1985-03-10,69,3,1793.0,1915.0,1718.0,1530.0,346.0,186.0,Keszthely,11.066356716504071
LT05,1985-03-10,69,3,1387.0,1511.0,1406.0,1107.0,308.0,135.0,Zala,17.75243702347231
LT05,1985-03-10,69,3,1389.0,1501.0,1402.0,1116.0,310.0,135.0,Zala,17.75243702347231
LT05,1985-06-30,181,6,1070.0,1387.0,688.0,344.0,117.0,84.0,Bfuzfo,3.9072499321561533
LT05,1985-06-30,181,6,473.0,924.0,635.0,279.0,96.0,50.0,Keszthely,11.382773631302465
LT05,1985-06-30,181,6,487.0,922.0,633.0,315.0,96.0,49.0,Keszthely,11.420478889452887
LT05,1985-06-30,181,6,474.0,852.0,572.0,281.0,46.0,14.0,Szigliget,9.220299038096305
LT05,1985-06-30,181,6,462.0,853.0,573.0,245.0,22.0,14.0,Szigliget,8.817561770405932
LT05,1985-06-30,181,6,939.0,1281.0,658.0,308.0,93.0,84.0,Tihany,2.0628030971014595
LT05,1985-06-30,181,6,255.0,380.0,381.0,508.0,97.0,85.0,Zala,3.9167958265148326
LT05,1985-06-30,181,6,258.0,381.0,350.0,545.0,97.0,85.0,Zala,4.085772702359885
LT05,1985-06-30,181,6,745.0,1170.0,655.0,344.0,143.0,119.0,Zanka,5.4049914784300235
LT05,1985-07-16,197,7,878.0,1122.0,531.0,350.0,75.0,67.0,Bfuzfo,7.034688834653882
LT05,1985-07-16,197,7,556.0,892.0,612.0,473.0,87.0,33.0,Keszthely,23.934366727343743
LT05,1985-07-16,197,7,809.0,1280.0,800.0,388.0,32.0,-5.0,Szigliget,40.716528755725804
LT05,1985-07-16,197,7,963.0,1132.0,468.0,405.0,79.0,30.0,Tihany,1.5059038699137026
LT05,1985-07-16,197,7,477.0,721.0,576.0,867.0,88.0,72.0,Zala,222.56617213452841
LT05,1985-07-16,197,7,786.0,1052.0,559.0,373.0,83.0,70.0,Zanka,22.463770785075365
LT05,1985-08-01,213,8,328.0,658.0,388.0,270.0,0.0,16.0,Keszthely,61.220607431504895
LT05,1985-08-01,213,8,456.0,848.0,490.0,272.0,28.0,-21.0,Szigliget,48.321980967643576
LT05,1985-08-01,213,8,264.0,435.0,392.0,352.0,55.0,17.0,Zala,77.90750149361546
LT05,1985-08-10,222,8,1299.0,1647.0,1014.0,328.0,41.0,9.0,Bfuzfo,5.568525436579222
LT05,1985-08-10,222,8,347.0,588.0,340.0,314.0,36.0,7.0,Keszthely,81.25000018715195
LT05,1985-08-10,222,8,453.0,719.0,454.0,273.0,8.0,7.0,Szigliget,52.52967839710935
LT05,1985-08-10,222,8,1269.0,1649.0,983.0,463.0,99.0,50.0,Tihany,3.2121197350971182
LT05,1985-08-10,222,8,281.0,412.0,298.0,487.0,120.0,47.0,Zala,21.81166956162203
LT05,1985-10-20,293,10,1259.0,1528.0,962.0,303.0,61.0,92.0,Bfuzfo,5.08669589348326
LT05,1985-10-20,293,10,1419.0,1653.0,1056.0,462.0,94.0,88.0,Tihany,7.982816130645659
LT05,1986-03-22,81,3,2409.0,2443.0,2246.0,1820.0,924.0,658.0,Zanka,8.178110402694168
LT05,1986-04-14,104,4,1554.0,1949.0,1676.0,765.0,242.0,211.0,Bfuzfo,7.527031093662456
LT05,1986-04-14,104,4,1272.0,1506.0,1294.0,685.0,273.0,172.0,Keszthely,10.01773779246575
LT05,1986-04-14,104,4,1311.0,1503.0,1300.0,720.0,288.0,218.0,Keszthely,9.223479433828873
LT05,1986-04-14,104,4,1804.0,2143.0,1861.0,1040.0,315.0,296.0,Szigliget,7.3002426601643124
LT05,1986-04-14,104,4,1889.0,2308.0,1909.0,1027.0,270.0,211.0,Tihany,7.6628729611214546
LT05,1986-04-30,120,4,986.0,1322.0,869.0,464.0,142.0,83.0,Bfuzfo,8.807927660902656
LT05,1986-04-30,120,4,1029.0,1537.0,1202.0,764.0,253.0,162.0,Keszthely,13.152168425899516
LT05,1986-04-30,120,4,1189.0,1786.0,1347.0,679.0,198.0,122.0,Szigliget,13.036471489324645
LT05,1986-04-30,120,4,988.0,1365.0,832.0,464.0,142.0,83.0,Tihany,8.560327372373145
LT05,1986-04-30,120,4,863.0,1328.0,842.0,432.0,90.0,85.0,Zanka,15.654753469917276
LT05,1986-05-25,145,5,1528.0,1978.0,1620.0,729.0,170.0,156.0,Bfuzfo,4.3436021255335495
LT05,1986-05-25,145,5,833.0,1351.0,1229.0,601.0,136.0,81.0,Keszthely,14.475423574605495
LT05,1986-05-25,145,5,1260.0,1733.0,1564.0,685.0,138.0,118.0,Szigliget,5.6786207558172235
LT05,1986-05-25,145,5,1582.0,2021.0,1720.0,803.0,143.0,119.0,Tihany,5.24537852210725
LT05,1986-05-25,145,5,558.0,923.0,891.0,760.0,188.0,191.0,Zala,15.726509995428245
LT05,1986-05-25,145,5,1512.0,2062.0,1756.0,801.0,218.0,119.0,Zanka,4.888548967156495
LT05,1986-05-25,145,5,1511.0,2064.0,1757.0,807.0,219.0,120.0,Zanka,4.866714445166964
LT05,1986-06-10,161,6,1305.0,1661.0,920.0,362.0,120.0,63.0,Bfuzfo,4.355892514340528
LT05,1986-06-10,161,6,758.0,1104.0,793.0,432.0,100.0,28.0,Keszthely,38.41017616049117
LT05,1986-06-10,161,6,1159.0,1671.0,1245.0,473.0,99.0,105.0,Szigliget,7.52487715977123
LT05,1986-06-10,161,6,1387.0,1753.0,1164.0,423.0,97.0,65.0,Tihany,6.019632104256547
LT05,1986-06-10,161,6,510.0,831.0,595.0,782.0,209.0,105.0,Zala,7.074410420539463
LT05,1986-06-10,161,6,1505.0,2003.0,1362.0,624.0,189.0,107.0,Zanka,4.5731430827306445
LT05,1986-06-10,161,6,1503.0,2006.0,1361.0,620.0,187.0,107.0,Zanka,4.5731430827306445
LT05,1986-06-17,168,6,1254.0,1603.0,846.0,372.0,95.0,103.0,Bfuzfo,4.117528861929715
LT05,1986-06-17,168,6,1216.0,1826.0,1265.0,592.0,204.0,257.0,Szigliget,8.898008048376376
LT05,1986-06-17,168,6,1205.0,1830.0,1261.0,583.0,201.0,257.0,Szigliget,9.235404989519587
LT05,1986-06-17,168,6,1380.0,1822.0,1072.0,544.0,231.0,218.0,Tihany,3.269113412920007
LT05,1986-06-17,168,6,1299.0,1822.0,1188.0,548.0,232.0,218.0,Zanka,4.330172065357
LT05,1986-06-26,177,6,1241.0,1643.0,1129.0,425.0,144.0,120.0,Bfuzfo,5.860746012324479
LT05,1986-06-26,177,6,879.0,1419.0,1025.0,298.0,88.0,83.0,Szigliget,11.423945334199601
LT05,1986-06-26,177,6,1208.0,1609.0,1096.0,461.0,194.0,120.0,Tihany,6.265431467671054
LT05,1986-06-26,177,6,1184.0,1685.0,1225.0,416.0,166.0,83.0,Zanka,8.273537081150465
LT05,1986-06-26,177,6,1184.0,1679.0,1224.0,419.0,168.0,83.0,Zanka,7.227371190515048
LT05,1986-07-03,184,7,1016.0,1341.0,693.0,262.0,38.0,47.0,Bfuzfo,7.980079670459219
LT05,1986-07-03,184,7,433.0,777.0,462.0,343.0,64.0,47.0,Keszthely,34.085597404404915
LT05,1986-07-03,184,7,454.0,779.0,464.0,344.0,65.0,47.0,Keszthely,35.37702640718761
LT05,1986-07-03,184,7,704.0,1158.0,729.0,383.0,194.0,120.0,Szigliget,31.571488427131467
LT05,1986-07-03,184,7,699.0,1117.0,727.0,420.0,193.0,120.0,Szigliget,30.712517632049803
LT05,1986-07-03,184,7,1042.0,1381.0,730.0,345.0,91.0,84.0,Tihany,7.236321513576939
LT05,1986-07-03,184,7,315.0,515.0,400.0,463.0,92.0,84.0,Zala,26.085838596029987
LT05,1986-07-03,184,7,317.0,516.0,401.0,464.0,92.0,84.0,Zala,26.085838596029987
LT05,1986-07-03,184,7,1050.0,1569.0,956.0,376.0,192.0,193.0,Zanka,11.992377350283896
LT05,1986-07-12,193,7,503.0,934.0,515.0,284.0,56.0,6.0,Szigliget,48.71797696359564
LT05,1986-07-12,193,7,1249.0,1646.0,971.0,287.0,31.0,44.0,Tihany,6.047333985490187
LT05,1986-07-12,193,7,394.0,601.0,471.0,566.0,133.0,80.0,Zala,164.48566815944375
LT05,1986-07-12,193,7,989.0,1373.0,800.0,249.0,32.0,81.0,Zanka,9.64372139513972
LT05,1986-07-12,193,7,981.0,1373.0,796.0,245.0,30.0,81.0,Zanka,9.803400077318251
LT05,1986-07-19,200,7,1862.0,2607.0,1662.0,1062.0,289.0,284.0,Szigliget,8.400176516063976
LT05,1986-07-28,209,7,999.0,1398.0,844.0,275.0,121.0,86.0,Bfuzfo,10.848573230798186
LT05,1986-07-28,209,7,1036.0,1395.0,791.0,293.0,86.0,83.0,Tihany,7.093530790364413
LT05,1986-07-28,209,7,988.0,1426.0,871.0,382.0,72.0,38.0,Zanka,24.47563991758452
LT05,1986-08-04,216,8,962.0,1169.0,689.0,441.0,133.0,39.0,Bfuzfo,7.860505117042168
LT05,1986-08-04,216,8,590.0,1003.0,686.0,543.0,121.0,74.0,Keszthely,81.57645868034038
LT05,1986-08-04,216,8,589.0,1002.0,686.0,542.0,120.0,74.0,Keszthely,82.56700412944973
LT05,1986-08-04,216,8,747.0,1152.0,739.0,506.0,124.0,76.0,Szigliget,38.4307808025308
LT05,1986-08-04,216,8,699.0,1177.0,710.0,480.0,115.0,72.0,Szigliget,33.73512460024028
LT05,1986-08-04,216,8,876.0,1194.0,654.0,456.0,94.0,75.0,Tihany,10.17006429347357
LT05,1986-08-04,216,8,529.0,756.0,555.0,868.0,207.0,73.0,Zala,196.37923367495563
LT05,1986-08-04,216,8,532.0,757.0,556.0,869.0,206.0,73.0,Zala,196.37923367495563
LT05,1986-08-04,216,8,876.0,1249.0,750.0,425.0,157.0,118.0,Zanka,12.756329623481545
LT05,1986-08-13,225,8,848.0,1176.0,571.0,212.0,59.0,18.0,Bfuzfo,6.528281618783522
LT05,1986-08-13,225,8,302.0,637.0,346.0,289.0,-1.0,-24.0,Keszthely,71.69876762688448
LT05,1986-08-13,225,8,341.0,841.0,454.0,246.0,-1.0,16.0,Szigliget,52.05175634586761
LT05,1986-08-13,225,8,692.0,1013.0,386.0,163.0,29.0,57.0,Tihany,5.075006166415499
LT05,1986-08-13,225,8,257.0,467.0,305.0,285.0,55.0,15.0,Zala,45.52073772442405
LT05,1986-08-13,225,8,540.0,1014.0,532.0,165.0,58.0,57.0,Zanka,23.647817019703265
LT05,1986-08-13,225,8,534.0,1004.0,526.0,161.0,56.0,57.0,Zanka,22.820888578960144
LT05,1986-08-20,232,8,1550.0,1882.0,1546.0,723.0,287.0,301.0,Bfuzfo,13.646368675334676
LT05,1986-08-20,232,8,521.0,881.0,616.0,589.0,92.0,46.0,Keszthely,180.8946207480052
LT05,1986-08-20,232,8,540.0,891.0,626.0,599.0,96.0,47.0,Keszthely,167.99598634004883
LT05,1986-08-20,232,8,417.0,623.0,512.0,644.0,155.0,132.0,Zala,84.25293510143166
LT05,1986-08-20,232,8,414.0,621.0,510.0,646.0,155.0,132.0,Zala,84.25293510143166
LT05,1986-09-14,257,9,824.0,1052.0,507.0,254.0,21.0,12.0,Bfuzfo,8.16225441811472
LT05,1986-09-14,257,9,484.0,788.0,491.0,305.0,38.0,2.0,Keszthely,70.22560875489067
LT05,1986-09-14,257,9,510.0,857.0,507.0,265.0,42.0,-44.0,Szigliget,26.285005947813158
LT05,1986-09-14,257,9,696.0,986.0,485.0,233.0,49.0,8.0,Tihany,8.832852925353427
LT05,1986-09-14,257,9,356.0,571.0,446.0,528.0,108.0,52.0,Zala,57.68637058712766
LT05,1986-09-14,257,9,537.0,982.0,572.0,229.0,13.0,8.0,Zanka,42.20135531680958
LT05,1986-09-14,257,9,534.0,974.0,567.0,224.0,12.0,7.0,Zanka,41.88652665312578
LT05,1986-09-21,264,9,1080.0,1379.0,817.0,427.0,244.0,212.0,Bfuzfo,9.201275172445413
LT05,1986-09-21,264,9,458.0,804.0,559.0,370.0,12.0,24.0,Keszthely,86.54343357411457
LT05,1986-09-21,264,9,462.0,801.0,558.0,369.0,12.0,24.0,Keszthely,86.48977770731494
LT05,1986-09-21,264,9,470.0,1001.0,606.0,327.0,47.0,-22.0,Szigliget,54.594141560826436
LT05,1986-09-21,264,9,478.0,998.0,607.0,328.0,47.0,-21.0,Szigliget,52.87424004244573
LT05,1986-09-21,264,9,674.0,1143.0,564.0,229.0,79.0,25.0,Tihany,9.779262563503544
LT05,1986-09-21,264,9,233.0,467.0,434.0,323.0,78.0,118.0,Zala,13.935906726453847
LT05,1986-09-21,264,9,231.0,462.0,430.0,319.0,77.0,117.0,Zala,14.262442636087716
LT05,1986-09-21,264,9,437.0,1004.0,570.0,236.0,49.0,73.0,Zanka,33.82266090649379
LT05,1986-09-30,273,9,864.0,1361.0,876.0,573.0,311.0,166.0,Zanka,29.49292746136867
LT05,1986-09-30,273,9,908.0,1373.0,896.0,591.0,314.0,167.0,Zanka,24.64053936342368
LT05,1986-10-07,280,10,1805.0,1981.0,1515.0,1013.0,436.0,249.0,Bfuzfo,8.702334633091063
LT05,1986-10-07,280,10,1259.0,1450.0,1189.0,846.0,286.0,140.0,Keszthely,51.60528604771432
LT05,1986-10-07,280,10,1069.0,1386.0,1100.0,733.0,243.0,115.0,Keszthely,39.451406884436274
LT05,1986-10-07,280,10,1383.0,1609.0,1328.0,846.0,172.0,140.0,Szigliget,49.044476061967984
LT05,1986-10-07,280,10,1634.0,1716.0,1375.0,957.0,360.0,140.0,Tihany,20.862888615490604
LT05,1986-10-07,280,10,1058.0,1181.0,1000.0,1014.0,323.0,140.0,Zala,55.59332087404865
LT05,1986-10-07,280,10,796.0,1036.0,862.0,935.0,284.0,115.0,Zala,89.07214879013604
LT05,1986-10-16,289,10,1069.0,1243.0,802.0,303.0,83.0,143.0,Bfuzfo,7.0881842030658255
LT05,1986-10-16,289,10,655.0,1030.0,782.0,341.0,74.0,139.0,Keszthely,22.20947516481515
LT05,1986-10-16,289,10,892.0,1118.0,862.0,367.0,82.0,22.0,Szigliget,19.821325500471023
LT05,1986-10-16,289,10,1144.0,1379.0,865.0,375.0,85.0,84.0,Tihany,9.324665480093294
LT05,1986-10-16,289,10,467.0,555.0,552.0,412.0,118.0,79.0,Zala,37.44784931017626
LT05,1986-10-16,289,10,831.0,1118.0,698.0,378.0,86.0,84.0,Zanka,22.60767206286824
LT05,1986-10-16,289,10,828.0,1117.0,690.0,366.0,82.0,82.0,Zanka,21.603268312621168
LT05,1986-11-08,312,11,690.0,1010.0,717.0,316.0,129.0,43.0,Keszthely,14.655224526299108
LT05,1986-11-08,312,11,820.0,1174.0,860.0,327.0,81.0,-29.0,Szigliget,16.84593833467559
LT05,1986-11-08,312,11,383.0,451.0,443.0,314.0,129.0,117.0,Zala,10.859270513506793
LT05,1986-12-26,360,12,2335.0,2830.0,2578.0,2013.0,1008.0,828.0,Bfuzfo,17.25237495382255
LT05,1986-12-26,360,12,1326.0,1395.0,1284.0,940.0,128.0,-36.0,Keszthely,47.91279515913093
LT05,1986-12-26,360,12,1369.0,1404.0,1290.0,948.0,129.0,-36.0,Keszthely,47.86756883419722
LT05,1986-12-26,360,12,1321.0,1511.0,1180.0,938.0,201.0,72.0,Szigliget,49.57715653422597
LT05,1986-12-26,360,12,1307.0,1518.0,1188.0,946.0,202.0,72.0,Szigliget,49.51445094360951
LT05,1986-12-26,360,12,1665.0,1995.0,1483.0,939.0,201.0,180.0,Tihany,13.397294050992175
LT05,1986-12-26,360,12,1777.0,1995.0,1981.0,1583.0,348.0,288.0,Zala,7.950881057909759
LT05,1986-12-26,360,12,1756.0,1993.0,1881.0,1590.0,275.0,287.0,Zala,9.347886765470651
LT05,1986-12-26,360,12,1149.0,1390.0,1079.0,830.0,201.0,179.0,Zanka,40.46942762222967
LT05,1987-03-16,75,3,4671.0,4860.0,4695.0,4514.0,671.0,422.0,Szigliget,5.998389786455027
LT05,1987-03-16,75,3,1699.0,1673.0,1478.0,1054.0,172.0,118.0,Zala,8.656255903681853
LT05,1987-04-17,107,4,1239.0,1640.0,970.0,347.0,48.0,-29.0,Bfuzfo,4.771171423190448
LT05,1987-04-17,107,4,789.0,1112.0,808.0,464.0,128.0,49.0,Keszthely,35.75171343004145
LT05,1987-04-17,107,4,794.0,1105.0,799.0,455.0,125.0,47.0,Keszthely,35.89846741274588
LT05,1987-04-17,107,4,1384.0,1816.0,1197.0,389.0,133.0,11.0,Tihany,8.356099697045893
LT05,1987-04-17,107,4,635.0,839.0,726.0,550.0,214.0,130.0,Zala,12.957512949105762
LT05,1987-04-17,107,4,622.0,830.0,719.0,545.0,212.0,130.0,Zala,12.485965295041028
LT05,1987-04-26,116,4,1471.0,1883.0,1320.0,453.0,138.0,25.0,Bfuzfo,8.399887984723474
LT05,1987-04-26,116,4,1651.0,1987.0,1409.0,555.0,138.0,67.0,Tihany,8.606353403357547
LT05,1987-05-03,123,5,1333.0,1607.0,850.0,416.0,111.0,98.0,Bfuzfo,4.167790500610859
LT05,1987-05-12,132,5,805.0,1170.0,856.0,499.0,107.0,29.0,Keszthely,32.06322581455559
LT05,1987-05-12,132,5,1090.0,1678.0,1121.0,478.0,42.0,25.0,Szigliget,8.44875135477166
LT05,1987-05-12,132,5,880.0,1032.0,859.0,1001.0,250.0,149.0,Zala,11.9973873414616
LT05,1987-05-12,132,5,1628.0,2163.0,1480.0,501.0,92.0,-20.0,Zanka,3.027953179679897
LT05,1987-05-12,132,5,1604.0,2159.0,1479.0,501.0,91.0,-19.0,Zanka,3.0262187619108443
LT05,1987-06-04,155,6,884.0,1178.0,966.0,753.0,351.0,259.0,Keszthely,9.858218976935419
LT05,1987-06-04,155,6,927.0,1187.0,976.0,804.0,355.0,260.0,Keszthely,7.311222042657177
LT05,1987-06-04,155,6,744.0,881.0,784.0,1218.0,486.0,411.0,Zala,14.2188296989335
LT05,1987-06-13,164,6,813.0,1071.0,403.0,175.0,21.0,3.0,Bfuzfo,2.299467519848768
LT05,1987-06-13,164,6,530.0,959.0,518.0,186.0,25.0,4.0,Szigliget,11.687925504145152
LT05,1987-06-13,164,6,802.0,1123.0,425.0,155.0,1.0,6.0,Tihany,2.590540083852111
LT05,1987-06-13,164,6,800.0,1117.0,422.0,152.0,1.0,5.0,Tihany,2.546807905264291
LT05,1987-06-13,164,6,466.0,772.0,320.0,153.0,27.0,42.0,Zanka,6.852270732021662
LT05,1987-06-13,164,6,488.0,770.0,322.0,155.0,28.0,42.0,Zanka,6.722281531475368
LT05,1987-06-29,180,6,1058.0,1303.0,718.0,561.0,334.0,150.0,Bfuzfo,3.629297081064746
LT05,1987-06-29,180,6,732.0,1210.0,798.0,389.0,130.0,79.0,Szigliget,12.393142347382065
LT05,1987-06-29,180,6,1091.0,1517.0,836.0,611.0,281.0,228.0,Tihany,3.371318872247447
LT05,1987-06-29,180,6,1232.0,1761.0,1035.0,423.0,100.0,78.0,Zanka,6.953267585521868
LT05,1987-06-29,180,6,1233.0,1761.0,1035.0,422.0,100.0,77.0,Zanka,7.089324603725935
LT05,1987-07-06,187,7,1452.0,1888.0,1216.0,417.0,167.0,119.0,Bfuzfo,9.20379036177633
LT05,1987-07-06,187,7,754.0,1206.0,866.0,547.0,155.0,115.0,Keszthely,37.55590785481366
LT05,1987-07-06,187,7,757.0,1206.0,866.0,548.0,155.0,115.0,Keszthely,37.5680419466312
LT05,1987-07-06,187,7,1148.0,1749.0,1416.0,564.0,136.0,118.0,Szigliget,27.99473955144857
LT05,1987-07-06,187,7,1403.0,1851.0,1250.0,458.0,168.0,83.0,Tihany,9.429224560774975
LT05,1987-07-06,187,7,328.0,537.0,352.0,551.0,131.0,78.0,Zala,55.754638342658396
LT05,1987-07-06,187,7,329.0,536.0,352.0,551.0,130.0,78.0,Zala,55.754638342658396
LT05,1987-07-06,187,7,1349.0,1929.0,1381.0,454.0,140.0,119.0,Zanka,10.561751819284053
LT05,1987-07-15,196,7,1929.0,2314.0,1175.0,478.0,121.0,158.0,Bfuzfo,6.70610630892386
LT05,1987-08-23,235,8,784.0,1054.0,521.0,190.0,53.0,55.0,Bfuzfo,7.68081757042148
LT05,1987-08-23,235,8,437.0,819.0,575.0,335.0,58.0,57.0,Keszthely,48.465750508622776
LT05,1987-08-23,235,8,434.0,817.0,572.0,333.0,57.0,57.0,Keszthely,48.74641631193577
LT05,1987-08-23,235,8,597.0,1150.0,649.0,252.0,30.0,58.0,Szigliget,26.72060131301772
LT05,1987-08-23,235,8,907.0,1224.0,670.0,277.0,-5.0,14.0,Tihany,11.099394542790176
LT05,1987-08-23,235,8,180.0,319.0,283.0,334.0,86.0,57.0,Zala,12.084004599533062
LT05,1987-08-23,235,8,178.0,316.0,280.0,332.0,114.0,57.0,Zala,11.067684290761166
LT05,1987-08-23,235,8,972.0,1392.0,822.0,241.0,55.0,-25.0,Zanka,11.7170126319924
LT05,1987-09-01,244,9,1637.0,1990.0,1310.0,599.0,250.0,118.0,Zanka,8.821119236189316
LT05,1987-09-17,260,9,1187.0,1434.0,895.0,565.0,314.0,250.0,Bfuzfo,9.293578161888846
LT05,1987-09-17,260,9,1048.0,1248.0,773.0,425.0,166.0,45.0,Tihany,7.159375815430295
LT05,1987-09-17,260,9,938.0,1294.0,755.0,467.0,161.0,93.0,Zanka,8.24689881920028
LT05,1987-09-17,260,9,980.0,1298.0,761.0,472.0,162.0,94.0,Zanka,7.4261855286398095
LT05,1987-10-03,276,10,1672.0,1959.0,1424.0,857.0,341.0,327.0,Tihany,9.077248581314366
LT05,1987-10-10,283,10,1383.0,1573.0,1267.0,789.0,261.0,125.0,Keszthely,56.15774689575909
LT05,1987-10-10,283,10,1321.0,1548.0,1229.0,734.0,243.0,115.0,Keszthely,48.52297981122687
LT05,1987-10-10,283,10,1351.0,1508.0,1376.0,1426.0,464.0,356.0,Zala,17.08331464930494
